Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,Tipo_de_fi,Latitud,Longitud,Conducta_f,unnamed__1,unnamed__2,unnamed__3
Av. Juan B. Alberdi y Centenera,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.622966<br>Longitud: -58.440641<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.622966,-58.440641,Semaforo rojo y senda peatonal,,,
Av. Juan B. Justo y Av. San Martin,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.604297<br>Longitud: -58.458469<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.604297,-58.458469,Semaforo rojo y senda peatonal,,,
Av. Rivadavia  y Acoyte,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.618142<br>Longitud: -58.436298<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.618142,-58.436298,Semaforo rojo y senda peatonal,,,
Bernardo de Irigoyen y Carlos Calvo,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.619889<br>Longitud: -58.380099<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.619889,-58.380099,Semaforo rojo y senda peatonal,,,
Av. Córdoba y Jorge Newbery,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.582759<br>Longitud: -58.448658<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.582759,-58.448658,Semaforo rojo y senda peatonal,,,
Av. Rivadavia y Miralla,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.639438<br>Longitud: -58.511638<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.639438,-58.511638,Semaforo rojo y senda peatonal,,,
Rosario y Av. La Plata,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.618271<br>Longitud: -58.428835<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.618271,-58.428835,Semaforo rojo y senda peatonal,,,
Av. Córdoba y Scalabrini Ortiz,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.594501<br>Longitud: -58.429909<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.594501,-58.429909,Semaforo rojo y senda peatonal,,,
Av. Córdoba y Araoz,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.595015<br>Longitud: -58.42907<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.595015,-58.42907,Semaforo rojo y senda peatonal,,,
Av. Avellaneda y Donato Álvarez,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.621358<br>Longitud: -58.456331<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.621358,-58.456331,Semaforo rojo y senda peatonal,,,
Av. Mosconi y Argerich,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.587088<br>Longitud: -58.50371<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.587088,-58.50371,Semaforo rojo y senda peatonal,,,
Av. Paseo Colon e Independencia,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.616929<br>Longitud: -58.3695<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.616929,-58.3695,Semaforo rojo y senda peatonal,,,
Av. Caseros y La Rioja,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.637243<br>Longitud: -58.405857<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.637243,-58.405857,Semaforo rojo y senda peatonal,,,
Av. Cabildo y J. Hernández,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.56547<br>Longitud: -58.453674<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.56547,-58.453674,Semaforo rojo y senda peatonal,,,
Av. Gaona y Donato Álvarez,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.613717<br>Longitud: -58.459266<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.613717,-58.459266,Semaforo rojo y senda peatonal,,,
Av. Francisco Beiro y Av. Nazca,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.595203<br>Longitud: -58.494458<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.595203,-58.494458,Semaforo rojo y senda peatonal,,,
Av. Corrientes y Ecuador,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.604302<br>Longitud: -58.40809<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.604302,-58.40809,Semaforo rojo y senda peatonal,,,
Lima y Moreno,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.611744<br>Longitud: -58.38189<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.611744,-58.38189,Semaforo rojo y senda peatonal,,,
Av. Roca y Soldado de la Frontera,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.689571<br>Longitud: -58.460538<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.689571,-58.460538,Semaforo rojo y senda peatonal,,,
Av. Avellaneda y Nazca,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.626386<br>Longitud: -58.471935<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.626386,-58.471935,Semaforo rojo y senda peatonal,,,
Av. Independencia y Av. Entre Ríos,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.618216<br>Longitud: -58.391386<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.618216,-58.391386,Semaforo rojo y senda peatonal,,,
Av. Corrientes y Pueyrredón,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.604455<br>Longitud: -58.40576<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.604455,-58.40576,Semaforo rojo y senda peatonal,,,
Av. Álvarez Thomas y Av. Elcano,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.578213<br>Longitud: -58.459804<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.578213,-58.459804,Semaforo rojo y senda peatonal,,,
Av. San Juan y Lima,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.622085<br>Longitud: -58.3817<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.622085,-58.3817,Semaforo rojo y senda peatonal,,,
Av. Santa Fe y Bullrich,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.578165<br>Longitud: -58.425927<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.578165,-58.425927,Semaforo rojo y senda peatonal,,,
"Av. Alem, Leandro N. y Lavalle",Tipo de fiscalizador: Analítica de video<br>Latitud: -34.601708<br>Longitud: -58.370465<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.601708,-58.370465,Semaforo rojo y senda peatonal,,,
Lima Oeste y Pavón,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.626188<br>Longitud: -58.382137<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.626188,-58.382137,Semaforo rojo y senda peatonal,,,
Av. Corrientes y Av. Dorrego,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.591503<br>Longitud: -58.447929<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.591503,-58.447929,Semaforo rojo y senda peatonal,,,
"Av. Ramos Mejia, Jose Maria, Dr. y Av.  Del Libertador",Tipo de fiscalizador: Analítica de video<br>Latitud: -34.592375<br>Longitud: -58.3751<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.592375,-58.3751,Semaforo rojo y senda peatonal,,,
"Av. Corrientes y Av. Scalabrini Ortiz, Raul",Tipo de fiscalizador: Analítica de video<br>Latitud: -34.599702<br>Longitud: -58.439103<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.599702,-58.439103,Semaforo rojo y senda peatonal,,,
Av. Cabildo y Deheza,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.541313<br>Longitud: -58.4741<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.541313,-58.4741,Semaforo rojo y senda peatonal,,,
Av. Rivadavia y Av. Nazca,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.630945<br>Longitud: -58.470222<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.630945,-58.470222,Semaforo rojo y senda peatonal,,,
Av. Las Heras y Av. Pueyrredon,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.587636<br>Longitud: -58.396884<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.587636,-58.396884,Semaforo rojo y senda peatonal,,,
Av. Santa Fe y Ecuador,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.594037<br>Longitud: -58.403927<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.594037,-58.403927,Semaforo rojo y senda peatonal,,,
Av. Belgrano y 24 De Noviembre,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.615429<br>Longitud: -58.41145<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.615429,-58.41145,Semaforo rojo y senda peatonal,,,
Av. Independencia y Rincon,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.618439<br>Longitud: -58.395642<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.618439,-58.395642,Semaforo rojo y senda peatonal,,,
Av. Rivadavia y Av. Jujuy,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.610028<br>Longitud: -58.405626<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.610028,-58.405626,Semaforo rojo y senda peatonal,,,
"Av. Rabanal, Francisco, Intendente y Av. del Barco Centenera",Tipo de fiscalizador: Analítica de video<br>Latitud: -34.65505<br>Longitud: -58.417844<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.65505,-58.417844,Semaforo rojo y senda peatonal,,,
Av. Belgrano y Balcarce,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.612478<br>Longitud: -58.37087<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.612478,-58.37087,Semaforo rojo y senda peatonal,,,
Virrey Vértiz y Echeverría,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.55901<br>Longitud: -58.449781<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.55901,-58.449781,Semaforo rojo y senda peatonal,,,
Av. Paseo Colón y Av.  Belgrano,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.612574<br>Longitud: -58.369123<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.612574,-58.369123,Semaforo rojo y senda peatonal,,,
Av. Sáenz y Beazley,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.655026<br>Longitud: -58.416282<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.655026,-58.416282,Semaforo rojo y senda peatonal,,,
Vuelta de obligado y Mendoza,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.560615<br>Longitud: -58.456349<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.560615,-58.456349,Semaforo rojo y senda peatonal,,,
Av. Olivera y Rafaela,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.637607<br>Longitud: -58.487021<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.637607,-58.487021,Semaforo rojo y senda peatonal,,,
Av. Entre Ríos y Av. Brasil,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.629582<br>Longitud: -58.39081<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.629582,-58.39081,Semaforo rojo y senda peatonal,,,
Vedia y Superi,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.544174<br>Longitud: -58.485923<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.544174,-58.485923,Semaforo rojo y senda peatonal,,,
Av. Juan de Garay y Av. Entre Ríos,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.627179<br>Longitud: -58.390844<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.627179,-58.390844,Semaforo rojo y senda peatonal,,,
Av. Lisandro de la Torre y Tonelero,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.646073<br>Longitud: -58.520358<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.646073,-58.520358,Semaforo rojo y senda peatonal,,,
Av. Montes de Oca y California,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.646427<br>Longitud: -58.373267<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.646427,-58.373267,Semaforo rojo y senda peatonal,,,
Av. Rivadavia y Granaderos,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.627722<br>Longitud: -58.45908<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.627722,-58.45908,Semaforo rojo y senda peatonal,,,
Av. Rivadavia y Manzoni,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.637562<br>Longitud: -58.499765<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.637562,-58.499765,Semaforo rojo y senda peatonal,,,
Av. Juan B. Justo  y Andres Lamas,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.610332<br>Longitud: -58.466308<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.610332,-58.466308,Semaforo rojo y senda peatonal,,,
Av. Del Libertador y La Pampa,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.559307<br>Longitud: -58.4456<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.559307,-58.4456,Semaforo rojo y senda peatonal,,,
Av. Varela y Av. Fernandez de la Cruz,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.655312<br>Longitud: -58.438756<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.655312,-58.438756,Semaforo rojo y senda peatonal,,,
Av. San Martín y Tres Arroyos,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.605595<br>Longitud: -58.454503<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.605595,-58.454503,Semaforo rojo y senda peatonal,,,
Billinghurst y Perón y Sarmiento,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.606264<br>Longitud: -58.416185<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.606264,-58.416185,Semaforo rojo y senda peatonal,,,
Montevideo y Perón y Sarmiento,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.605951<br>Longitud: -58.389322<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.605951,-58.389322,Semaforo rojo y senda peatonal,,,
Av Córdoba y Gascon y A. Figueroa,Tipo de fiscalizador: Analítica de video<br>Latitud: -34.597766<br>Longitud: -58.42255<br>Conducta fiscalizada: Semaforo rojo y senda peatonal<br>unnamed (1): <br>unnamed (2): <br>unnamed (3):,,,,,-1,0,-1,**********,,Analítica de video,-34.597766,-58.42255,Semaforo rojo y senda peatonal,,,
